group	name	iter	m_wall	p_wall	m_2q	p_2q	m_1q	p_1q	m_depth	p_depth
abstract_small	test_QASMBench_small[error_correctiond3_n5-linear]	iter_1	0.004870315361241836	0.004841559931781946	53	53	153	153	115	115
abstract_small	test_QASMBench_small[fredkin_n3-all-to-all]	iter_1	0.0017841810749160301	0.0017802031798055395	8	8	34	34	25	25
abstract_small	test_QASMBench_small[fredkin_n3-square]	iter_1	0.0034974889162014116	0.003344072331674397	14	14	49	49	37	37
abstract_small	test_QASMBench_small[fredkin_n3-heavy-hex]	iter_1	0.005027614012746613	0.004181625676672842	14	14	58	58	47	47
abstract_small	test_QASMBench_small[fredkin_n3-linear]	iter_1	0.003281451885464725	0.0032654370137509083	14	14	53	53	42	42
abstract_small	test_QASMBench_small[grover_n2-all-to-all]	iter_1	0.0010892746379836597	0.0009965030404810722	2	2	12	12	10	10
abstract_small	test_QASMBench_small[grover_n2-square]	iter_1	0.0011909531561565528	0.001186407928665479	2	2	12	12	10	10
abstract_small	test_QASMBench_small[grover_n2-heavy-hex]	iter_1	0.0019129191569248493	0.0018798299588081314	2	2	14	14	9	9
abstract_small	test_QASMBench_small[grover_n2-linear]	iter_1	0.0010846768999496577	0.001014105254825415	2	2	12	12	10	10
abstract_small	test_QASMBench_small[hhl_n7-all-to-all]	iter_1	0.010076830080813831	0.00901580539208894	92	92	397	397	323	323
abstract_small	test_QASMBench_small[hhl_n7-square]	iter_1	0.00916502903224808	0.008031275771234346	138	138	532	532	403	403
abstract_small	test_QASMBench_small[hhl_n7-heavy-hex]	iter_1	0.009823761299572966	0.008529460346959169	196	196	692	692	478	478
abstract_small	test_QASMBench_small[hhl_n7-linear]	iter_1	0.009710346923229541	0.00849090471991107	240	240	801	801	534	534
abstract_small	test_QASMBench_small[hs4_n4-all-to-all]	iter_1	0.0016125518213204633	0.0016041296933378493	4	4	28	28	11	11
abstract_small	test_QASMBench_small[hs4_n4-square]	iter_1	0.0016069530490886886	0.0015646808249482386	4	4	28	28	10	10
abstract_small	test_QASMBench_small[hs4_n4-heavy-hex]	iter_1	0.00243574720948483	0.002376911569482241	4	4	28	28	10	10
abstract_small	test_QASMBench_small[hs4_n4-linear]	iter_1	0.001577015001075873	0.0015597845688078865	4	4	26	26	10	10
abstract_small	test_QASMBench_small[inverseqft_n4-all-to-all]	iter_1	0.003546462482994511	0.0034973287897170054	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-square]	iter_1	0.0035751506762757694	0.003570246746412654	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-heavy-hex]	iter_1	0.004356131006620433	0.004405584249995712	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-linear]	iter_1	0.0035936261402137243	0.0035337283103554335	0	0	35	35	22	22
abstract_small	test_QASMBench_small[ipea_n2-all-to-all]	iter_1	0.020444949632700608	0.020301674065801006	5	5	59	59	56	56
abstract_small	test_QASMBench_small[ipea_n2-square]	iter_1	0.021354677490890026	0.02132342634152393	5	5	58	58	54	54
abstract_small	test_QASMBench_small[ipea_n2-heavy-hex]	iter_1	0.02157996381477763	0.02147229705005884	5	5	58	58	54	54
abstract_small	test_QASMBench_small[ipea_n2-linear]	iter_1	0.0205902576368923	0.02109555828761547	5	5	59	59	56	56
abstract_small	test_QASMBench_small[ising_n10-all-to-all]	iter_1	0.008655613761336084	0.00787159473500179	90	90	423	423	93	93
abstract_small	test_QASMBench_small[ising_n10-square]	iter_1	0.007939326276225367	0.006842740858308703	90	90	466	466	98	98
abstract_small	test_QASMBench_small[ising_n10-heavy-hex]	iter_1	0.005635293471163877	0.005552256847926956	90	90	445	445	94	94
abstract_small	test_QASMBench_small[ising_n10-linear]	iter_1	0.006044752930539735	0.005165207549614251	90	90	462	462	98	98
abstract_small	test_QASMBench_small[iswap_n2-all-to-all]	iter_1	0.0010625284508652452	0.0010736234480509528	2	2	13	13	9	9
abstract_small	test_QASMBench_small[iswap_n2-square]	iter_1	0.0012330587660627705	0.0012968779097028086	2	2	13	13	9	9
abstract_small	test_QASMBench_small[iswap_n2-heavy-hex]	iter_1	0.0019293427949442583	0.0019014794139441142	2	2	14	14	10	10
abstract_small	test_QASMBench_small[iswap_n2-linear]	iter_1	0.0011223827013856337	0.0011270633622865436	2	2	13	13	9	9
abstract_small	test_QASMBench_small[linearsolver_n3-all-to-all]	iter_1	0.001537790345653199	0.001514721406917823	4	4	27	27	16	16
abstract_small	test_QASMBench_small[linearsolver_n3-square]	iter_1	0.001595961206781489	0.001556003190538559	4	4	29	29	18	18
abstract_small	test_QASMBench_small[linearsolver_n3-heavy-hex]	iter_1	0.002378188112139394	0.0023272724719203297	4	4	27	27	17	17
abstract_small	test_QASMBench_small[linearsolver_n3-linear]	iter_1	0.0015672995884726932	0.0014971555168546776	4	4	27	27	16	16
abstract_small	test_QASMBench_small[lpn_n5-all-to-all]	iter_1	0.00132998169731482	0.0012878425542945057	2	2	18	18	8	8
abstract_small	test_QASMBench_small[lpn_n5-square]	iter_1	0.0015689041465520859	0.0015566624565108696	2	2	19	19	11	11
abstract_small	test_QASMBench_small[lpn_n5-heavy-hex]	iter_1	0.002023630061654875	0.0020302672739745233	2	2	19	18	10	8
abstract_small	test_QASMBench_small[lpn_n5-linear]	iter_1	0.00140604701485144	0.0012927747403199857	2	2	18	18	8	8
abstract_small	test_QASMBench_small[pea_n5-all-to-all]	iter_1	0.016264080360997468	0.015300926912043775	17	17	86	86	57	57
abstract_small	test_QASMBench_small[pea_n5-square]	iter_1	0.01905052112252043	0.017463432441725105	26	26	101	101	85	85
abstract_small	test_QASMBench_small[pea_n5-heavy-hex]	iter_1	0.019152218409414803	0.01891381555568364	29	29	114	114	96	96
abstract_small	test_QASMBench_small[pea_n5-linear]	iter_1	0.018047460023376902	0.017120568832803156	29	29	121	121	96	96
abstract_small	test_QASMBench_small[qaoa_n3-all-to-all]	iter_1	0.0014910276062324527	0.0014875794982327176	6	6	29	29	27	27
abstract_small	test_QASMBench_small[qaoa_n3-square]	iter_1	0.003033327408708059	0.0029849092587360044	9	9	35	35	33	33
abstract_small	test_QASMBench_small[qaoa_n3-heavy-hex]	iter_1	0.0036809748319322115	0.00364527578921045	7	7	41	41	34	34
abstract_small	test_QASMBench_small[qaoa_n3-linear]	iter_1	0.002768855063275918	0.0027674570784602366	7	7	40	40	33	33
abstract_small	test_QASMBench_small[qaoa_n6-all-to-all]	iter_1	0.004916250053793192	0.004049851589890058	36	36	223	223	87	87
abstract_small	test_QASMBench_small[qaoa_n6-square]	iter_1	0.006583298278960171	0.005697689083574703	54	54	288	288	176	176
abstract_small	test_QASMBench_small[qaoa_n6-heavy-hex]	iter_1	0.006698862824123353	0.005797876032349998	60	60	310	310	186	186
abstract_small	test_QASMBench_small[qaoa_n6-linear]	iter_1	0.0065094013605883575	0.005638068937964138	72	72	338	338	175	175
abstract_small	test_QASMBench_small[qec_en_n5-all-to-all]	iter_1	0.0025185080475464304	0.0020333980918273947	10	10	37	37	23	23
abstract_small	test_QASMBench_small[qec_en_n5-square]	iter_1	0.0024241297375458193	0.002347914396092225	10	10	47	48	33	33
abstract_small	test_QASMBench_small[qec_en_n5-heavy-hex]	iter_1	0.004181612059473991	0.004121098034786728	13	13	44	44	27	27
abstract_small	test_QASMBench_small[qec_en_n5-linear]	iter_1	0.004613106193256031	0.003973741045693144	18	18	76	76	56	56
abstract_small	test_QASMBench_small[qec_sm_n5-all-to-all]	iter_1	0.003325539629678337	0.0033308365295699983	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-square]	iter_1	0.0038363377803541493	0.0038923744398813983	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-heavy-hex]	iter_1	0.004344466620081447	0.004298573069054366	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-linear]	iter_1	0.0035586194475976433	0.0034836998273586406	4	4	21	21	14	14
abstract_small	test_QASMBench_small[qft_n4-all-to-all]	iter_1	0.00235537446415949	0.0023140570726887934	12	12	46	46	37	37
abstract_small	test_QASMBench_small[qft_n4-square]	iter_1	0.004445872635447553	0.0037333211299800683	16	16	62	62	46	46
abstract_small	test_QASMBench_small[qft_n4-heavy-hex]	iter_1	0.004449592737471246	0.004421778467543628	18	18	67	67	68	68
abstract_small	test_QASMBench_small[qft_n4-linear]	iter_1	0.003948697072425575	0.003957485639122853	19	19	75	75	62	62
abstract_small	test_QASMBench_small[qpe_n9-all-to-all]	iter_1	0.008047626077313907	0.007870068875490688	43	43	219	219	158	158
abstract_small	test_QASMBench_small[qpe_n9-square]	iter_1	0.00742114982008934	0.006527784496348425	71	71	306	306	235	235
abstract_small	test_QASMBench_small[qpe_n9-heavy-hex]	iter_1	0.006668218772630303	0.006600603408424567	78	78	319	319	240	240
abstract_small	test_QASMBench_small[qpe_n9-linear]	iter_1	0.006452484949919823	0.006530511928232093	90	90	337	337	271	271
abstract_small	test_QASMBench_small[qrng_n4-all-to-all]	iter_1	0.000722648497474821	0.0006576837775226421	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-square]	iter_1	0.0006878483252684951	0.0006448069075671305	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-heavy-hex]	iter_1	0.0012160432448137318	0.0011784769042774482	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-linear]	iter_1	0.0006757348286333422	0.0006501856744022352	0	0	16	16	4	4
abstract_small	test_QASMBench_small[quantumwalks_n2-all-to-all]	iter_1	0.0012277406624348712	0.0012166204198711254	3	3	32	32	22	22
abstract_small	test_QASMBench_small[quantumwalks_n2-square]	iter_1	0.0014068847089636805	0.001323498566528313	3	3	32	32	22	22
abstract_small	test_QASMBench_small[quantumwalks_n2-heavy-hex]	iter_1	0.0020856445867976385	0.002038542394681523	3	3	32	32	21	21
abstract_small	test_QASMBench_small[quantumwalks_n2-linear]	iter_1	0.0012439372053536725	0.0012635017878242902	3	3	32	32	22	22
abstract_small	test_QASMBench_small[sat_n7-all-to-all]	iter_1	0.006655553368838517	0.006551960970731389	60	60	259	259	182	182
abstract_small	test_QASMBench_small[sat_n7-square]	iter_1	0.00689801725005745	0.006858499786278731	92	92	348	348	276	276
abstract_small	test_QASMBench_small[sat_n7-heavy-hex]	iter_1	0.006865548641710985	0.006823383169830777	99	99	362	362	275	275
abstract_small	test_QASMBench_small[sat_n7-linear]	iter_1	0.006806420444928366	0.006816548420816449	110	110	412	412	293	293
abstract_small	test_QASMBench_small[shor_n5-all-to-all]	iter_1	0.009335057009185585	0.009386404112984355	25	25	132	132	95	95
abstract_small	test_QASMBench_small[shor_n5-square]	iter_1	0.00968051161251816	0.009724047261281548	43	43	160	160	133	133
abstract_small	test_QASMBench_small[shor_n5-heavy-hex]	iter_1	0.010012657035674367	0.010065193266861817	46	46	172	172	154	154
abstract_small	test_QASMBench_small[shor_n5-linear]	iter_1	0.009259600309772534	0.009224784840802544	49	49	190	190	167	167
abstract_small	test_QASMBench_small[simon_n6-all-to-all]	iter_1	0.0036824132675088747	0.0036252352638521056	14	14	84	84	58	58
abstract_small	test_QASMBench_small[simon_n6-square]	iter_1	0.00540365832252691	0.005277371396207147	19	19	102	102	76	76
abstract_small	test_QASMBench_small[simon_n6-heavy-hex]	iter_1	0.005514373913585783	0.0054275630462554195	22	22	123	123	95	95
abstract_small	test_QASMBench_small[simon_n6-linear]	iter_1	0.005013677964989955	0.005019476098306288	22	22	100	100	80	80
abstract_small	test_QASMBench_small[teleportation_n3-all-to-all]	iter_1	0.0013127569225073602	0.00125693566630066	2	2	22	22	11	11
abstract_small	test_QASMBench_small[teleportation_n3-square]	iter_1	0.001241867632860275	0.0012140246840386555	2	2	18	18	9	9
abstract_small	test_QASMBench_small[teleportation_n3-heavy-hex]	iter_1	0.0020031610821011807	0.0019660899818588337	2	2	18	18	9	9
abstract_small	test_QASMBench_small[teleportation_n3-linear]	iter_1	0.0013197246229364758	0.0012123263830195587	2	2	22	22	10	10
abstract_small	test_QASMBench_small[toffoli_n3-all-to-all]	iter_1	0.0019952007297820715	0.0015725499871087835	6	6	27	27	23	23
abstract_small	test_QASMBench_small[toffoli_n3-square]	iter_1	0.0033961608696518545	0.002893929629792254	9	9	33	33	29	29
abstract_small	test_QASMBench_small[toffoli_n3-heavy-hex]	iter_1	0.004439784223452593	0.0037463062504927316	7	7	41	41	32	32
abstract_small	test_QASMBench_small[toffoli_n3-linear]	iter_1	0.0031276783627119794	0.002683814800635646	7	7	36	36	30	30
abstract_small	test_QASMBench_small[variational_n4-all-to-all]	iter_1	0.001963610010048778	0.0019221818093629458	8	8	72	72	32	32
abstract_small	test_QASMBench_small[variational_n4-square]	iter_1	0.0019185465822104087	0.0018553167028585449	8	8	72	72	32	32
abstract_small	test_QASMBench_small[variational_n4-heavy-hex]	iter_1	0.0027647988280393387	0.002710440799019225	8	8	72	72	32	32
abstract_small	test_QASMBench_small[variational_n4-linear]	iter_1	0.0019223113186084308	0.001903153340350082	8	8	72	72	32	32
abstract_small	test_QASMBench_small[vqe_n4-all-to-all]	iter_1	0.0023288138736255225	0.002317455236709887	9	9	84	84	33	33
abstract_small	test_QASMBench_small[vqe_n4-square]	iter_1	0.0023103889220496684	0.0022621915632880284	9	9	84	84	33	33
abstract_small	test_QASMBench_small[vqe_n4-heavy-hex]	iter_1	0.0031153787457883753	0.0030531283041948447	9	9	84	84	33	33
abstract_small	test_QASMBench_small[vqe_n4-linear]	iter_1	0.002299847068186377	0.0023043650149736764	9	9	84	84	33	33
abstract_small	test_QASMBench_small[vqe_uccsd_n4-all-to-all]	iter_1	0.0047572521109353096	0.004671496177851821	71	71	219	219	224	224
abstract_small	test_QASMBench_small[vqe_uccsd_n4-square]	iter_1	0.004720625712188205	0.004680443800947993	71	71	219	219	225	225
abstract_small	test_QASMBench_small[vqe_uccsd_n4-heavy-hex]	iter_1	0.005135457047037572	0.005162321901010288	71	71	222	222	226	226
abstract_small	test_QASMBench_small[vqe_uccsd_n4-linear]	iter_1	0.004909324558236851	0.004911849470365615	71	71	252	252	231	231
abstract_small	test_QASMBench_small[vqe_uccsd_n6-all-to-all]	iter_1	0.016559315879236567	0.016155706914631945	923	923	2490	2490	2922	2922
abstract_small	test_QASMBench_small[vqe_uccsd_n6-square]	iter_1	0.021754086821932684	0.018637931047409188	947	947	2770	2770	2912	2912
abstract_small	test_QASMBench_small[vqe_uccsd_n6-heavy-hex]	iter_1	0.021987458442648253	0.019069555500636295	987	987	2723	2723	3048	3048
abstract_small	test_QASMBench_small[vqe_uccsd_n6-linear]	iter_1	0.021163063876806422	0.018329716770461312	987	987	2894	2894	3072	3072
abstract_small	test_QASMBench_small[vqe_uccsd_n8-all-to-all]	iter_1	0.072642284946946	0.060618509600559874	4815	4815	12404	12404	15014	15014
abstract_small	test_QASMBench_small[vqe_uccsd_n8-square]	iter_1	0.0816620437738796	0.06856162088612715	5058	5058	13813	13813	15151	15151
abstract_small	test_QASMBench_small[vqe_uccsd_n8-heavy-hex]	iter_1	0.0849543691358783	0.07063452564179898	5388	5388	14065	14065	16043	16043
abstract_small	test_QASMBench_small[vqe_uccsd_n8-linear]	iter_1	0.0822793406744798	0.0682802077382803	5420	5420	14310	14310	16160	16160
abstract_small	test_QASMBench_small[wstate_n3-all-to-all]	iter_1	0.0037442590213484232	0.0032872285486923326	6	6	34	34	28	28
abstract_small	test_QASMBench_small[wstate_n3-square]	iter_1	0.005416425291535466	0.005440655739499572	12	12	53	53	37	37
abstract_small	test_QASMBench_small[wstate_n3-heavy-hex]	iter_1	0.005995695190635366	0.006003761301851935	10	10	53	53	44	44
abstract_small	test_QASMBench_small[wstate_n3-linear]	iter_1	0.004940977867911844	0.004870218422669203	10	10	41	41	36	36
abstract_medium	test_QASMBench_medium[bigadder_n18-all-to-all]	iter_1	0.013911060165873793	0.01318133816950851	130	130	499	499	318	318
abstract_medium	test_QASMBench_medium[bigadder_n18-square]	iter_1	0.01117364897259644	0.011021371685752743	201	201	731	731	432	432
abstract_medium	test_QASMBench_medium[bigadder_n18-heavy-hex]	iter_1	0.009915374608321504	0.009770022829373677	218	218	769	769	498	498
abstract_medium	test_QASMBench_medium[bigadder_n18-linear]	iter_1	0.009922762607273303	0.009726915275678039	228	228	829	829	584	584
abstract_medium	test_QASMBench_medium[bv_n14-all-to-all]	iter_1	0.005852099541111811	0.005682673513451043	13	13	107	107	28	28
abstract_medium	test_QASMBench_medium[bv_n14-square]	iter_1	0.005123602590088309	0.0050916602409890165	27	27	171	171	75	75
abstract_medium	test_QASMBench_medium[bv_n14-heavy-hex]	iter_1	0.0052076695449274	0.005243470049684956	40	40	179	179	96	96
abstract_medium	test_QASMBench_medium[bv_n14-linear]	iter_1	0.004794446538958773	0.004771079358399211	24	24	220	220	91	91
abstract_medium	test_QASMBench_medium[bv_n19-all-to-all]	iter_1	0.007384410583310657	0.00721393443950235	18	18	144	144	33	33
abstract_medium	test_QASMBench_medium[bv_n19-square]	iter_1	0.013970380092957127	0.013854182155972177	43	43	244	244	105	105
abstract_medium	test_QASMBench_medium[bv_n19-heavy-hex]	iter_1	0.005605587549507618	0.005528953423102697	72	72	296	296	163	163
abstract_medium	test_QASMBench_medium[bv_n19-linear]	iter_1	0.005341840550843916	0.005346996741274656	34	34	302	302	118	118
abstract_medium	test_QASMBench_medium[bwt_n21-all-to-all]	iter_1	5.668640477582812	5.770839082077146	169200	169200	658875	658875	428309	428309
abstract_medium	test_QASMBench_medium[bwt_n21-square]	iter_1	7.830801224336028	7.465613069012761	395444	395444	1265957	1265957	755106	755106
abstract_medium	test_QASMBench_medium[bwt_n21-heavy-hex]	iter_1	11.210434760898352	9.85953925177455	527050	527050	1690104	1690104	972598	972598
abstract_medium	test_QASMBench_medium[bwt_n21-linear]	iter_1	12.918283242732286	10.125001918524504	805890	805890	2329558	2329558	1345578	1345578
abstract_medium	test_QASMBench_medium[cat_state_n22-all-to-all]	iter_1	0.010370315191732055	0.009831311071620268	21	21	131	131	67	67
abstract_medium	test_QASMBench_medium[cat_state_n22-square]	iter_1	0.007749233394861221	0.0077202515822136775	21	21	131	131	67	67
abstract_medium	test_QASMBench_medium[cat_state_n22-heavy-hex]	iter_1	0.008504830837502317	0.008404871811513353	21	21	131	131	67	67
abstract_medium	test_QASMBench_medium[cat_state_n22-linear]	iter_1	0.004182510392646811	0.004124114039914433	21	21	131	131	67	67
abstract_medium	test_QASMBench_medium[cc_n12-all-to-all]	iter_1	0.028096088932620153	0.02676629988210542	11	11	77	77	43	43
abstract_medium	test_QASMBench_medium[cc_n12-square]	iter_1	0.03295796667225659	0.03173130684562268	23	23	113	113	78	78
abstract_medium	test_QASMBench_medium[cc_n12-heavy-hex]	iter_1	0.033081680818489105	0.03185720392502844	30	30	135	135	99	99
abstract_medium	test_QASMBench_medium[cc_n12-linear]	iter_1	0.03358134110608409	0.03247628138670998	20	20	135	135	93	93
abstract_medium	test_QASMBench_medium[dnn_n16-all-to-all]	iter_1	0.012361777457408607	0.011790137423808316	128	128	883	883	80	80
abstract_medium	test_QASMBench_medium[dnn_n16-square]	iter_1	0.01077270411540953	0.011139603098854423	128	128	884	884	80	80
abstract_medium	test_QASMBench_medium[dnn_n16-heavy-hex]	iter_1	0.008990035951137542	0.007785726338624954	128	128	882	882	80	80
abstract_medium	test_QASMBench_medium[dnn_n16-linear]	iter_1	0.01149746180040601	0.01001135276241617	233	233	1238	1238	128	128
abstract_medium	test_QASMBench_medium[factor247_n15-all-to-all]	iter_1	8.146737279370427	6.466526901349425	267223	267223	992014	992014	928867	928867
abstract_medium	test_QASMBench_medium[factor247_n15-square]	iter_1	11.20447357930243	9.108915463089943	392552	392552	1434014	1434014	1203239	1203239
abstract_medium	test_QASMBench_medium[factor247_n15-heavy-hex]	iter_1	11.032269420102239	9.002411346882582	392914	392914	1369471	1369471	1195588	1195588
abstract_medium	test_QASMBench_medium[factor247_n15-linear]	iter_1	11.91605974547565	9.639508113265038	422910	422910	1595821	1595821	1248167	1248167
abstract_medium	test_QASMBench_medium[gcm_h6-all-to-all]	iter_1	0.07496889560882534	0.07211483522717442	528	528	2560	2560	2056	2056
